order_id,order_date,product_id,product_name,category,quantity_sold,unit_price,sales_amount,profit,payment_mode,region
5541,2025-03-28,P167,Snacks_Item_167,Snacks,5,1898,9490,983.03,Cash,West
5542,2025-09-14,P279,Household_Item_279,Household,3,1554,4662,595.67,Card,North
5543,2025-10-27,P164,Stationery_Item_164,Stationery,7,1551,10857,1417.12,UPI,Central
5544,2025-11-10,P107,Household_Item_107,Household,5,393,1965,199.42,Cash,North
5545,2025-07-26,P162,Stationery_Item_162,Stationery,4,723,2892,581.92,Card,West
5546,2025-07-30,P187,Personal Care_Item_187,Personal Care,4,699,2796,371.52,Card,North
5547,2025-11-02,P128,Personal Care_Item_128,Personal Care,7,1068,7476,1150.09,Cash,East
5548,2025-12-15,P114,Personal Care_Item_114,Personal Care,3,807,2421,247.68,Net Banking,Central
5549,2025-04-07,P194,Groceries_Item_194,Groceries,7,272,1904,260.72,Net Banking,South
5550,2025-12-31,P102,Groceries_Item_102,Groceries,4,326,1304,270.99,UPI,North
5551,2025-12-03,P158,Beverages_Item_158,Beverages,8,1407,11256,1675.01,Net Banking,South
5552,2025-03-13,P098,Snacks_Item_98,Snacks,1,607,607,121.99,Net Banking,South
5553,2025-01-01,P126,Personal Care_Item_126,Personal Care,5,532,2660,501.37,UPI,North
5554,2025-09-29,P098,Snacks_Item_98,Snacks,8,607,4856,913.88,UPI,East
5555,2025-10-20,P166,Snacks_Item_166,Snacks,2,630,1260,114.34,Net Banking,Central
5556,2025-11-29,P077,Groceries_Item_77,Groceries,2,1874,3748,391.34,UPI,West
5557,2025-12-10,P297,Snacks_Item_297,Snacks,6,463,2778,387.85,UPI,Central
5558,2025-06-21,P054,Household_Item_54,Household,3,755,2265,236.78,Net Banking,Central
5559,2025-01-10,P168,Personal Care_Item_168,Personal Care,4,1923,7692,1382.31,Net Banking,East
5560,2025-03-13,P043,Beverages_Item_43,Beverages,8,315,2520,298.6,Net Banking,Central
5561,2025-04-18,P019,Beverages_Item_19,Beverages,6,1293,7758,891.73,Net Banking,North
5562,2025-10-13,P257,Stationery_Item_257,Stationery,4,351,1404,227.45,Cash,North
5563,2025-08-17,P181,Beverages_Item_181,Beverages,4,1435,5740,872.02,UPI,East
5564,2025-06-22,P003,Beverages_Item_3,Beverages,4,1140,4560,845.56,Net Banking,North
5565,2025-12-28,P296,Stationery_Item_296,Stationery,2,770,1540,207.82,Card,West
5566,2025-03-06,P174,Groceries_Item_174,Groceries,1,327,327,62.2,Net Banking,West
5567,2025-02-07,P203,Personal Care_Item_203,Personal Care,4,1388,5552,743.36,Card,North
5568,2025-11-02,P241,Personal Care_Item_241,Personal Care,5,1064,5320,1141.5,UPI,South
5569,2025-09-16,P025,Personal Care_Item_25,Personal Care,4,1796,7184,652.26,UPI,East
5570,2025-06-12,P048,Groceries_Item_48,Groceries,4,1295,5180,516.5,Card,West
5571,2025-08-08,P092,Groceries_Item_92,Groceries,1,31,31,2.71,Net Banking,West
5572,2025-06-12,P055,Snacks_Item_55,Snacks,4,552,2208,326.35,Cash,North
5573,2025-07-29,P101,Groceries_Item_101,Groceries,6,769,4614,607.01,Cash,East
5574,2025-06-24,P247,Beverages_Item_247,Beverages,8,1088,8704,1539.81,Card,West
5575,2025-01-25,P222,Snacks_Item_222,Snacks,6,296,1776,181.33,Card,North
5576,2025-07-05,P263,Stationery_Item_263,Stationery,3,1408,4224,867.84,UPI,West
5577,2025-01-10,P164,Stationery_Item_164,Stationery,7,1551,10857,1080.65,Card,East
5578,2025-07-07,P021,Stationery_Item_21,Stationery,5,862,4310,610.52,Cash,Central
5579,2025-05-07,P033,Snacks_Item_33,Snacks,4,361,1444,252.84,Net Banking,West
5580,2025-10-24,P220,Stationery_Item_220,Stationery,5,1094,5470,674.9,UPI,North
5581,2025-05-08,P029,Groceries_Item_29,Groceries,8,1010,8080,1153.52,Net Banking,Central
5582,2025-07-05,P139,Beverages_Item_139,Beverages,7,708,4956,490.88,Card,East
5583,2025-02-20,P280,Snacks_Item_280,Snacks,5,1433,7165,1113.38,Cash,East
5584,2025-04-09,P248,Beverages_Item_248,Beverages,6,749,4494,897.23,Net Banking,North
5585,2025-05-13,P235,Household_Item_235,Household,5,1831,9155,832.17,UPI,East
5586,2025-05-25,P154,Stationery_Item_154,Stationery,3,1975,5925,1156.34,Card,West
5587,2025-05-30,P031,Stationery_Item_31,Stationery,1,687,687,149.31,Card,West
5588,2025-10-14,P172,Personal Care_Item_172,Personal Care,8,219,1752,180.53,Net Banking,West
5589,2025-10-17,P059,Personal Care_Item_59,Personal Care,1,1761,1761,224.69,Net Banking,Central
5590,2025-01-18,P083,Household_Item_83,Household,1,1646,1646,288.05,UPI,South
5591,2025-01-06,P217,Snacks_Item_217,Snacks,8,199,1592,330.28,Net Banking,Central
5592,2025-10-07,P217,Snacks_Item_217,Snacks,3,199,597,106.61,UPI,West
5593,2025-06-22,P181,Beverages_Item_181,Beverages,4,1435,5740,562.26,Cash,Central
5594,2025-11-18,P060,Beverages_Item_60,Beverages,7,84,588,69.77,UPI,East
5595,2025-10-08,P279,Household_Item_279,Household,2,1554,3108,606.84,Cash,South
5596,2025-04-29,P159,Household_Item_159,Household,2,40,80,12.69,Cash,North
5597,2025-07-04,P165,Personal Care_Item_165,Personal Care,3,1683,5049,921.44,Cash,West
5598,2025-12-06,P086,Beverages_Item_86,Beverages,6,729,4374,412.81,UPI,East
5599,2025-11-24,P039,Stationery_Item_39,Stationery,7,1769,12383,2013.97,Card,East
5600,2025-10-13,P102,Groceries_Item_102,Groceries,4,326,1304,274.08,Net Banking,North
5601,2025-01-12,P235,Household_Item_235,Household,7,1831,12817,1107.0,Net Banking,East
5602,2025-08-07,P017,Personal Care_Item_17,Personal Care,7,185,1295,283.22,UPI,West
5603,2025-12-28,P203,Personal Care_Item_203,Personal Care,6,1388,8328,827.68,Net Banking,Central
5604,2025-10-11,P126,Personal Care_Item_126,Personal Care,5,532,2660,446.65,Card,West
5605,2025-02-06,P272,Snacks_Item_272,Snacks,2,44,88,15.33,Cash,East
5606,2025-01-22,P220,Stationery_Item_220,Stationery,5,1094,5470,855.69,Net Banking,West
5607,2025-07-27,P283,Household_Item_283,Household,4,318,1272,191.47,Card,East
5608,2025-03-05,P258,Household_Item_258,Household,4,1614,6456,582.63,Card,North
5609,2025-05-21,P247,Beverages_Item_247,Beverages,6,1088,6528,873.52,Net Banking,Central
5610,2025-08-15,P202,Groceries_Item_202,Groceries,4,239,956,145.21,Card,South
5611,2025-07-17,P175,Beverages_Item_175,Beverages,8,150,1200,170.95,Cash,North
5612,2025-09-05,P277,Household_Item_277,Household,6,1776,10656,1923.72,Card,West
5613,2025-05-29,P058,Personal Care_Item_58,Personal Care,4,1833,7332,631.4,Net Banking,West
5614,2025-05-05,P012,Snacks_Item_12,Snacks,8,669,5352,443.87,UPI,West
5615,2025-02-01,P091,Groceries_Item_91,Groceries,2,1397,2794,236.81,Cash,West
5616,2025-11-29,P227,Household_Item_227,Household,7,1484,10388,1057.99,UPI,East
5617,2025-09-23,P232,Stationery_Item_232,Stationery,5,1986,9930,1961.68,Net Banking,Central
5618,2025-04-30,P042,Household_Item_42,Household,2,871,1742,310.37,Card,South
5619,2025-07-18,P052,Groceries_Item_52,Groceries,2,1469,2938,329.19,UPI,South
5620,2025-04-22,P258,Household_Item_258,Household,1,1614,1614,242.61,Net Banking,East
5621,2025-12-17,P126,Personal Care_Item_126,Personal Care,3,532,1596,219.25,Cash,Central
5622,2025-12-08,P146,Personal Care_Item_146,Personal Care,3,1164,3492,699.2,Cash,West
5623,2025-12-02,P134,Snacks_Item_134,Snacks,1,1621,1621,131.63,Net Banking,South
5624,2025-09-12,P047,Groceries_Item_47,Groceries,2,1774,3548,752.32,Cash,East
5625,2025-07-04,P087,Personal Care_Item_87,Personal Care,5,1521,7605,1184.57,UPI,West
5626,2025-05-29,P071,Beverages_Item_71,Beverages,4,1438,5752,573.55,UPI,North
5627,2025-09-24,P130,Household_Item_130,Household,1,1034,1034,132.23,Cash,West
5628,2025-03-22,P069,Stationery_Item_69,Stationery,3,1628,4884,733.16,UPI,East
5629,2025-03-24,P006,Stationery_Item_6,Stationery,5,242,1210,106.91,UPI,West
5630,2025-12-24,P180,Snacks_Item_180,Snacks,7,1695,11865,1533.88,Cash,North
5631,2025-09-01,P292,Household_Item_292,Household,4,1872,7488,1532.02,UPI,South
5632,2025-10-03,P141,Snacks_Item_141,Snacks,7,1082,7574,1045.96,Net Banking,East
5633,2025-12-12,P253,Personal Care_Item_253,Personal Care,8,1587,12696,1397.31,Cash,West
5634,2025-02-24,P251,Snacks_Item_251,Snacks,7,991,6937,643.56,Cash,South
5635,2025-12-23,P268,Personal Care_Item_268,Personal Care,1,1641,1641,287.13,Card,North
5636,2025-04-14,P221,Beverages_Item_221,Beverages,5,108,540,83.75,Card,East
5637,2025-11-17,P024,Beverages_Item_24,Beverages,1,1868,1868,326.16,UPI,Central
5638,2025-05-10,P211,Household_Item_211,Household,6,628,3768,490.66,Net Banking,North
5639,2025-02-01,P049,Stationery_Item_49,Stationery,2,1758,3516,283.93,Cash,West
5640,2025-01-14,P239,Beverages_Item_239,Beverages,3,502,1506,240.33,Card,West
5641,2025-08-22,P229,Personal Care_Item_229,Personal Care,5,1967,9835,2007.28,Cash,Central
5642,2025-12-04,P027,Household_Item_27,Household,5,401,2005,346.82,UPI,Central
5643,2025-04-22,P122,Groceries_Item_122,Groceries,6,1100,6600,611.27,Net Banking,South
5644,2025-11-25,P201,Stationery_Item_201,Stationery,3,1663,4989,659.0,Cash,Central
5645,2025-06-19,P053,Stationery_Item_53,Stationery,2,1122,2244,321.93,Net Banking,South
5646,2025-07-30,P221,Beverages_Item_221,Beverages,2,108,216,29.85,Cash,South
5647,2025-03-01,P145,Beverages_Item_145,Beverages,7,776,5432,857.67,Cash,North
5648,2025-03-16,P130,Household_Item_130,Household,1,1034,1034,94.7,Net Banking,Central
5649,2025-05-24,P144,Snacks_Item_144,Snacks,4,668,2672,273.13,Card,South
5650,2025-08-05,P186,Beverages_Item_186,Beverages,7,954,6678,1229.75,Net Banking,Central
5651,2025-09-18,P009,Stationery_Item_9,Stationery,6,237,1422,283.62,Card,North
5652,2025-05-27,P141,Snacks_Item_141,Snacks,1,1082,1082,113.54,Card,Central
5653,2025-01-06,P086,Beverages_Item_86,Beverages,5,729,3645,544.79,Card,North
5654,2025-02-02,P099,Snacks_Item_99,Snacks,3,1121,3363,559.63,Cash,Central
5655,2025-08-03,P059,Personal Care_Item_59,Personal Care,8,1761,14088,1872.39,Net Banking,East
5656,2025-05-08,P158,Beverages_Item_158,Beverages,6,1407,8442,1257.34,Card,East
5657,2025-11-10,P252,Stationery_Item_252,Stationery,4,27,108,21.24,Cash,South
5658,2025-12-22,P007,Snacks_Item_7,Snacks,5,303,1515,172.36,Net Banking,West
5659,2025-07-17,P136,Household_Item_136,Household,7,223,1561,334.61,Cash,East
5660,2025-02-24,P031,Stationery_Item_31,Stationery,3,687,2061,361.11,Net Banking,Central
5661,2025-01-21,P194,Groceries_Item_194,Groceries,3,272,816,150.34,Card,North
5662,2025-06-24,P249,Snacks_Item_249,Snacks,4,1084,4336,899.69,Net Banking,West
5663,2025-10-29,P268,Personal Care_Item_268,Personal Care,3,1641,4923,1069.55,UPI,West
5664,2025-12-24,P300,Beverages_Item_300,Beverages,8,876,7008,1480.02,Net Banking,East
5665,2025-01-05,P189,Snacks_Item_189,Snacks,2,261,522,102.25,Cash,South
5666,2025-11-01,P239,Beverages_Item_239,Beverages,7,502,3514,329.72,UPI,West
5667,2025-01-01,P238,Stationery_Item_238,Stationery,8,836,6688,1132.16,UPI,Central
5668,2025-07-29,P118,Personal Care_Item_118,Personal Care,7,785,5495,1152.82,Card,North
5669,2025-09-19,P121,Groceries_Item_121,Groceries,6,1819,10914,1637.19,UPI,South
5670,2025-08-29,P229,Personal Care_Item_229,Personal Care,4,1967,7868,720.35,Card,West
5671,2025-01-24,P151,Personal Care_Item_151,Personal Care,8,465,3720,352.44,Cash,Central
5672,2025-02-05,P114,Personal Care_Item_114,Personal Care,8,807,6456,711.21,Card,West
5673,2025-09-12,P199,Groceries_Item_199,Groceries,6,1378,8268,733.57,Net Banking,East
5674,2025-06-21,P028,Groceries_Item_28,Groceries,6,558,3348,481.87,Cash,East
5675,2025-09-20,P196,Snacks_Item_196,Snacks,6,651,3906,594.64,Cash,Central
5676,2025-01-20,P264,Groceries_Item_264,Groceries,4,1033,4132,784.75,Cash,South
5677,2025-09-23,P050,Snacks_Item_50,Snacks,1,1456,1456,216.69,Cash,South
5678,2025-01-18,P162,Stationery_Item_162,Stationery,2,723,1446,213.36,Cash,Central
5679,2025-07-09,P261,Personal Care_Item_261,Personal Care,3,599,1797,259.31,UPI,Central
5680,2025-04-16,P108,Groceries_Item_108,Groceries,8,653,5224,918.22,UPI,North
5681,2025-03-20,P077,Groceries_Item_77,Groceries,1,1874,1874,385.45,Card,West
5682,2025-06-25,P101,Groceries_Item_101,Groceries,3,769,2307,211.45,UPI,South
5683,2025-10-23,P148,Groceries_Item_148,Groceries,8,1964,15712,1314.23,UPI,East
5684,2025-12-02,P057,Household_Item_57,Household,1,1411,1411,170.84,Cash,East
5685,2025-09-19,P124,Household_Item_124,Household,4,1636,6544,1098.69,Net Banking,East
5686,2025-04-29,P117,Personal Care_Item_117,Personal Care,5,1730,8650,1729.55,Card,East
5687,2025-07-07,P071,Beverages_Item_71,Beverages,3,1438,4314,546.06,Cash,West
5688,2025-10-15,P127,Beverages_Item_127,Beverages,8,1813,14504,2357.14,Net Banking,West
5689,2025-08-24,P272,Snacks_Item_272,Snacks,1,44,44,5.6,Card,West
5690,2025-05-16,P032,Household_Item_32,Household,5,1812,9060,947.57,Net Banking,Central
5691,2025-03-26,P115,Stationery_Item_115,Stationery,4,1649,6596,773.78,UPI,South
5692,2025-12-18,P036,Snacks_Item_36,Snacks,5,1393,6965,872.75,UPI,South
5693,2025-03-26,P173,Household_Item_173,Household,4,1970,7880,1088.68,Card,West
5694,2025-10-26,P223,Household_Item_223,Household,4,1722,6888,1390.12,Net Banking,East
5695,2025-06-25,P136,Household_Item_136,Household,3,223,669,115.44,Net Banking,North
5696,2025-04-17,P201,Stationery_Item_201,Stationery,2,1663,3326,357.89,Net Banking,Central
5697,2025-11-07,P141,Snacks_Item_141,Snacks,7,1082,7574,1117.46,Card,West
5698,2025-12-26,P081,Groceries_Item_81,Groceries,3,583,1749,265.48,Card,Central
5699,2025-01-22,P067,Personal Care_Item_67,Personal Care,8,169,1352,186.83,Net Banking,East
5700,2025-02-08,P251,Snacks_Item_251,Snacks,3,991,2973,356.39,Net Banking,West
5701,2025-03-17,P197,Stationery_Item_197,Stationery,4,1286,5144,956.26,Card,East
5702,2025-03-28,P233,Beverages_Item_233,Beverages,2,1386,2772,353.61,Card,Central
5703,2025-04-28,P254,Stationery_Item_254,Stationery,2,1511,3022,376.82,Net Banking,Central
5704,2025-05-19,P016,Stationery_Item_16,Stationery,4,503,2012,442.22,Net Banking,South
5705,2025-09-21,P195,Personal Care_Item_195,Personal Care,4,1856,7424,1382.17,Net Banking,Central
5706,2025-08-18,P122,Groceries_Item_122,Groceries,1,1100,1100,147.78,Net Banking,West
5707,2025-05-21,P261,Personal Care_Item_261,Personal Care,4,599,2396,223.09,UPI,North
5708,2025-05-18,P247,Beverages_Item_247,Beverages,1,1088,1088,149.73,Cash,Central
5709,2025-03-20,P029,Groceries_Item_29,Groceries,8,1010,8080,1444.13,Cash,East
5710,2025-09-12,P100,Snacks_Item_100,Snacks,7,1625,11375,2141.3,UPI,West
5711,2025-09-29,P009,Stationery_Item_9,Stationery,1,237,237,45.24,Net Banking,East
5712,2025-12-20,P091,Groceries_Item_91,Groceries,3,1397,4191,870.06,UPI,North
5713,2025-03-31,P241,Personal Care_Item_241,Personal Care,8,1064,8512,1195.45,UPI,South
5714,2025-04-07,P267,Household_Item_267,Household,7,261,1827,154.17,Net Banking,West
5715,2025-01-02,P196,Snacks_Item_196,Snacks,6,651,3906,442.0,UPI,Central
5716,2025-06-22,P212,Snacks_Item_212,Snacks,2,170,340,74.57,UPI,Central
5717,2025-01-02,P037,Stationery_Item_37,Stationery,3,1781,5343,942.95,UPI,West
5718,2025-11-28,P236,Household_Item_236,Household,7,1812,12684,2329.13,Card,North
5719,2025-01-17,P135,Beverages_Item_135,Beverages,1,1600,1600,238.45,Card,North
5720,2025-08-17,P205,Household_Item_205,Household,2,1161,2322,398.22,Card,East
5721,2025-09-21,P105,Groceries_Item_105,Groceries,8,1638,13104,2071.27,Net Banking,South
5722,2025-10-06,P287,Groceries_Item_287,Groceries,2,900,1800,243.55,Card,South
5723,2025-09-16,P098,Snacks_Item_98,Snacks,6,607,3642,520.54,Cash,South
5724,2025-11-14,P051,Personal Care_Item_51,Personal Care,8,1189,9512,1073.84,Net Banking,West
5725,2025-11-14,P152,Personal Care_Item_152,Personal Care,4,674,2696,218.4,Card,West
5726,2025-11-09,P081,Groceries_Item_81,Groceries,3,583,1749,166.61,UPI,North
5727,2025-06-19,P232,Stationery_Item_232,Stationery,1,1986,1986,259.73,Net Banking,East
5728,2025-11-29,P224,Stationery_Item_224,Stationery,7,640,4480,557.66,UPI,East
5729,2025-01-08,P291,Groceries_Item_291,Groceries,5,1645,8225,682.88,UPI,West
5730,2025-12-21,P282,Groceries_Item_282,Groceries,7,744,5208,941.88,Card,East
5731,2025-01-06,P034,Beverages_Item_34,Beverages,2,280,560,101.55,UPI,East
5732,2025-09-14,P123,Groceries_Item_123,Groceries,8,951,7608,1400.7,Net Banking,South
5733,2025-12-30,P249,Snacks_Item_249,Snacks,8,1084,8672,1478.92,Cash,West
5734,2025-09-10,P075,Snacks_Item_75,Snacks,3,1589,4767,765.91,UPI,South
5735,2025-01-29,P172,Personal Care_Item_172,Personal Care,8,219,1752,208.75,Card,West
5736,2025-02-06,P016,Stationery_Item_16,Stationery,7,503,3521,435.06,Net Banking,North
5737,2025-07-06,P295,Beverages_Item_295,Beverages,4,1426,5704,613.64,Card,Central
5738,2025-06-08,P090,Snacks_Item_90,Snacks,4,1330,5320,716.25,Net Banking,East
5739,2025-06-19,P134,Snacks_Item_134,Snacks,4,1621,6484,996.63,Net Banking,North
5740,2025-02-03,P067,Personal Care_Item_67,Personal Care,7,169,1183,169.98,Card,North
5741,2025-05-06,P230,Personal Care_Item_230,Personal Care,6,542,3252,449.07,UPI,South
5742,2025-08-31,P190,Household_Item_190,Household,3,1400,4200,457.21,Card,East
5743,2025-03-11,P149,Household_Item_149,Household,5,1461,7305,981.06,Card,Central
5744,2025-06-02,P141,Snacks_Item_141,Snacks,7,1082,7574,904.46,Card,West
5745,2025-01-29,P152,Personal Care_Item_152,Personal Care,5,674,3370,709.27,Net Banking,East
5746,2025-04-07,P204,Stationery_Item_204,Stationery,6,1786,10716,956.72,Cash,West
5747,2025-06-27,P254,Stationery_Item_254,Stationery,6,1511,9066,1138.12,Net Banking,West
5748,2025-12-17,P008,Groceries_Item_8,Groceries,8,854,6832,854.49,UPI,West
5749,2025-10-01,P266,Household_Item_266,Household,8,1003,8024,1506.2,UPI,North
5750,2025-09-07,P125,Groceries_Item_125,Groceries,8,1488,11904,2426.97,Card,South
5751,2025-07-09,P034,Beverages_Item_34,Beverages,5,280,1400,158.69,Cash,South
5752,2025-08-07,P112,Groceries_Item_112,Groceries,6,1053,6318,1094.18,Net Banking,North
5753,2025-09-21,P181,Beverages_Item_181,Beverages,8,1435,11480,982.62,Net Banking,West
5754,2025-10-31,P083,Household_Item_83,Household,3,1646,4938,794.2,Net Banking,Central
5755,2025-11-18,P179,Groceries_Item_179,Groceries,2,1040,2080,170.87,Net Banking,Central
5756,2025-11-23,P042,Household_Item_42,Household,6,871,5226,914.49,Cash,South
5757,2025-02-18,P180,Snacks_Item_180,Snacks,5,1695,8475,1381.14,Net Banking,Central
5758,2025-12-26,P121,Groceries_Item_121,Groceries,4,1819,7276,1329.55,Net Banking,West
5759,2025-06-27,P147,Snacks_Item_147,Snacks,7,1473,10311,1382.22,Card,West
5760,2025-07-25,P057,Household_Item_57,Household,7,1411,9877,2131.2,Net Banking,North
5761,2025-07-13,P199,Groceries_Item_199,Groceries,6,1378,8268,1603.19,Net Banking,North
5762,2025-10-16,P131,Stationery_Item_131,Stationery,6,1069,6414,1149.14,UPI,East
5763,2025-02-17,P032,Household_Item_32,Household,2,1812,3624,645.62,UPI,North
5764,2025-05-30,P039,Stationery_Item_39,Stationery,8,1769,14152,1504.3,Card,Central
5765,2025-03-25,P249,Snacks_Item_249,Snacks,3,1084,3252,315.61,UPI,North
5766,2025-06-20,P139,Beverages_Item_139,Beverages,1,708,708,148.62,Card,South
5767,2025-01-02,P279,Household_Item_279,Household,4,1554,6216,1350.38,Net Banking,East
5768,2025-12-11,P028,Groceries_Item_28,Groceries,7,558,3906,541.34,Card,North
5769,2025-11-05,P289,Beverages_Item_289,Beverages,2,110,220,48.01,Card,Central
5770,2025-12-11,P164,Stationery_Item_164,Stationery,3,1551,4653,599.49,UPI,West
5771,2025-10-23,P267,Household_Item_267,Household,5,261,1305,212.78,Card,Central
5772,2025-10-30,P026,Household_Item_26,Household,7,1830,12810,1909.81,UPI,North
5773,2025-05-24,P049,Stationery_Item_49,Stationery,8,1758,14064,1174.25,Net Banking,South
5774,2025-05-07,P037,Stationery_Item_37,Stationery,5,1781,8905,1864.17,Cash,North
5775,2025-04-24,P082,Beverages_Item_82,Beverages,2,1279,2558,473.75,UPI,North
5776,2025-01-03,P242,Stationery_Item_242,Stationery,5,1173,5865,645.97,Card,South
5777,2025-04-08,P067,Personal Care_Item_67,Personal Care,1,169,169,33.35,Cash,East
5778,2025-07-09,P188,Snacks_Item_188,Snacks,4,1759,7036,625.49,Net Banking,Central
5779,2025-08-04,P055,Snacks_Item_55,Snacks,8,552,4416,675.11,Net Banking,West
5780,2025-12-08,P071,Beverages_Item_71,Beverages,4,1438,5752,852.94,UPI,North
5781,2025-01-15,P004,Snacks_Item_4,Snacks,2,708,1416,310.53,Card,South
5782,2025-07-11,P159,Household_Item_159,Household,4,40,160,25.99,Net Banking,East
5783,2025-05-26,P171,Groceries_Item_171,Groceries,5,1437,7185,1409.23,Cash,Central
5784,2025-10-15,P162,Stationery_Item_162,Stationery,4,723,2892,264.63,UPI,East
5785,2025-06-29,P168,Personal Care_Item_168,Personal Care,1,1923,1923,315.42,Card,Central
5786,2025-05-13,P208,Snacks_Item_208,Snacks,5,1959,9795,1808.25,UPI,East
5787,2025-03-24,P091,Groceries_Item_91,Groceries,1,1397,1397,162.68,Cash,West
5788,2025-11-20,P075,Snacks_Item_75,Snacks,6,1589,9534,1182.43,Net Banking,Central
5789,2025-12-24,P150,Stationery_Item_150,Stationery,7,483,3381,570.29,Cash,North
5790,2025-09-30,P187,Personal Care_Item_187,Personal Care,2,699,1398,302.52,Cash,West
5791,2025-06-22,P065,Beverages_Item_65,Beverages,2,858,1716,344.91,Card,East
5792,2025-02-24,P234,Groceries_Item_234,Groceries,1,153,153,28.45,Net Banking,East
5793,2025-06-22,P058,Personal Care_Item_58,Personal Care,6,1833,10998,1117.2,Net Banking,East
5794,2025-02-16,P034,Beverages_Item_34,Beverages,7,280,1960,303.95,Card,North
5795,2025-05-25,P086,Beverages_Item_86,Beverages,6,729,4374,377.59,Cash,Central
5796,2025-06-03,P170,Snacks_Item_170,Snacks,2,840,1680,209.16,Card,West
5797,2025-11-20,P143,Beverages_Item_143,Beverages,8,810,6480,751.31,Net Banking,South
5798,2025-11-26,P022,Household_Item_22,Household,2,311,622,85.93,Card,North
5799,2025-09-04,P016,Stationery_Item_16,Stationery,4,503,2012,409.39,Net Banking,West
5800,2025-02-14,P050,Snacks_Item_50,Snacks,3,1456,4368,721.72,Cash,Central
5801,2025-02-08,P262,Beverages_Item_262,Beverages,6,1202,7212,975.44,Net Banking,West
5802,2025-06-15,P108,Groceries_Item_108,Groceries,5,653,3265,366.35,Net Banking,West
5803,2025-05-13,P254,Stationery_Item_254,Stationery,4,1511,6044,1280.82,UPI,South
5804,2025-09-13,P265,Personal Care_Item_265,Personal Care,8,1433,11464,990.21,Net Banking,South
5805,2025-01-29,P006,Stationery_Item_6,Stationery,2,242,484,80.47,UPI,West
5806,2025-06-14,P150,Stationery_Item_150,Stationery,8,483,3864,312.48,Cash,North
5807,2025-10-12,P031,Stationery_Item_31,Stationery,1,687,687,147.41,Cash,Central
5808,2025-07-06,P164,Stationery_Item_164,Stationery,1,1551,1551,253.1,Card,West
5809,2025-03-07,P266,Household_Item_266,Household,5,1003,5015,603.64,Cash,East
5810,2025-12-18,P256,Snacks_Item_256,Snacks,1,1155,1155,113.88,UPI,West
5811,2025-05-06,P194,Groceries_Item_194,Groceries,1,272,272,49.57,Cash,South
5812,2025-09-08,P052,Groceries_Item_52,Groceries,1,1469,1469,128.29,UPI,East
5813,2025-08-26,P157,Beverages_Item_157,Beverages,7,588,4116,520.84,Net Banking,North
5814,2025-09-08,P025,Personal Care_Item_25,Personal Care,2,1796,3592,600.97,Cash,East
5815,2025-08-11,P046,Stationery_Item_46,Stationery,4,1285,5140,664.9,Card,West
5816,2025-06-23,P057,Household_Item_57,Household,6,1411,8466,1822.12,Cash,East
5817,2025-04-13,P042,Household_Item_42,Household,7,871,6097,803.28,Card,East
5818,2025-09-27,P229,Personal Care_Item_229,Personal Care,4,1967,7868,759.96,Cash,West
5819,2025-04-29,P159,Household_Item_159,Household,7,40,280,51.87,UPI,South
5820,2025-05-23,P131,Stationery_Item_131,Stationery,7,1069,7483,1407.87,Cash,Central
5821,2025-10-18,P138,Snacks_Item_138,Snacks,8,125,1000,91.17,Cash,Central
5822,2025-05-12,P151,Personal Care_Item_151,Personal Care,3,465,1395,301.14,Net Banking,North
5823,2025-08-04,P274,Household_Item_274,Household,1,925,925,97.9,Cash,Central
5824,2025-06-12,P234,Groceries_Item_234,Groceries,4,153,612,59.36,UPI,East
5825,2025-05-11,P103,Snacks_Item_103,Snacks,8,1951,15608,1592.22,Cash,Central
5826,2025-03-22,P052,Groceries_Item_52,Groceries,3,1469,4407,515.3,Card,North
5827,2025-04-28,P173,Household_Item_173,Household,4,1970,7880,1511.27,Cash,South
5828,2025-08-03,P181,Beverages_Item_181,Beverages,1,1435,1435,256.36,Card,West
5829,2025-11-01,P006,Stationery_Item_6,Stationery,6,242,1452,219.86,Cash,East
5830,2025-04-16,P045,Groceries_Item_45,Groceries,6,1191,7146,1441.73,Cash,West
5831,2025-10-31,P196,Snacks_Item_196,Snacks,3,651,1953,353.35,Card,East
5832,2025-04-08,P118,Personal Care_Item_118,Personal Care,7,785,5495,957.11,UPI,South
5833,2025-02-02,P062,Groceries_Item_62,Groceries,5,916,4580,941.94,UPI,North
5834,2025-12-04,P184,Beverages_Item_184,Beverages,7,834,5838,554.32,Card,North
5835,2025-04-05,P117,Personal Care_Item_117,Personal Care,8,1730,13840,1478.46,Cash,West
5836,2025-11-18,P258,Household_Item_258,Household,5,1614,8070,1112.11,UPI,North
5837,2025-07-12,P233,Beverages_Item_233,Beverages,2,1386,2772,307.03,Cash,East
5838,2025-02-18,P043,Beverages_Item_43,Beverages,7,315,2205,433.91,Cash,East
5839,2025-07-14,P161,Household_Item_161,Household,5,329,1645,312.0,Net Banking,West
5840,2025-07-31,P288,Snacks_Item_288,Snacks,1,295,295,27.19,Cash,East
5841,2025-10-23,P221,Beverages_Item_221,Beverages,1,108,108,15.29,Card,North
5842,2025-06-12,P155,Stationery_Item_155,Stationery,2,1641,3282,421.59,Card,South
5843,2025-04-03,P087,Personal Care_Item_87,Personal Care,5,1521,7605,1046.07,UPI,North
5844,2025-08-28,P184,Beverages_Item_184,Beverages,8,834,6672,1168.42,Cash,North
