inventory_id,product_id,stock_quantity,reorder_level,warehouse_location,last_restock_date
I1162,P1162,140,50,Mumbai,21-01-2025
I1163,P1163,325,82,Delhi,10-03-2025
I1164,P1164,407,113,Pune,28-05-2025
I1165,P1165,475,85,Pune,05-05-2025
I1166,P1166,737,85,Pune,26-05-2025
I1167,P1167,17,46,Pune,18-06-2025
I1168,P1168,741,72,Delhi,11-01-2025
I1169,P1169,779,33,Pune,04-02-2025
I1170,P1170,295,111,Bhopal,13-04-2025
I1171,P1171,372,119,Mumbai,24-06-2025
I1172,P1172,559,38,Bhopal,24-06-2025
I1173,P1173,297,59,Mumbai,23-07-2025
I1174,P1174,222,32,Indore,19-06-2025
I1175,P1175,122,63,Mumbai,24-08-2025
I1176,P1176,257,105,Pune,19-03-2025
I1177,P1177,742,82,Indore,29-01-2025
I1178,P1178,368,69,Pune,15-01-2025
I1179,P1179,693,50,Pune,07-06-2025
I1180,P1180,784,63,Indore,25-04-2025
I1181,P1181,362,27,Indore,10-08-2025
I1182,P1182,480,55,Mumbai,15-05-2025
I1183,P1183,288,37,Pune,15-08-2025
I1184,P1184,250,105,Mumbai,19-06-2025
I1185,P1185,303,34,Delhi,01-07-2025
I1186,P1186,685,82,Delhi,04-03-2025
I1187,P1187,654,119,Indore,31-07-2025
I1188,P1188,587,90,Pune,21-05-2025
I1189,P1189,795,60,Mumbai,04-09-2025
I1190,P1190,554,88,Delhi,23-08-2025
I1191,P1191,379,95,Pune,12-08-2025
I1192,P1192,251,67,Pune,18-02-2025
I1193,P1193,54,70,Pune,01-06-2025
I1194,P1194,675,106,Indore,01-06-2025
I1195,P1195,617,59,Mumbai,27-01-2025
I1196,P1196,40,76,Indore,25-07-2025
I1197,P1197,369,103,Pune,24-06-2025
I1198,P1198,771,39,Indore,14-08-2025
I1199,P1199,166,106,Mumbai,06-03-2025
I1200,P1200,457,63,Bhopal,28-03-2025
