order_id,order_date,product_id,customer_id,quantity_sold,payment_mode,region,sales_amount,profit
23004,11-06-2025,P0513,C7683,5,Net Banking,North,1345,335.44
23005,07-12-2025,P0885,C5279,6,UPI,North,12822,1142.99
23006,25-07-2025,P0047,C9760,6,UPI,West,1110,28.04
23007,15-01-2025,P0777,C7538,8,Net Banking,North,3528,389.92
23008,02-11-2025,P0849,C8519,7,upi,East,385,51.41
23009,09-04-2025,P1160,C4179,3,Net Banking,Central,2550,546.6
23010,21-11-2025,P0718,C5639,3,Cash,West,1836,61.59
23011,05-05-2025,P0343,C6233,6,upi,West,846,17.32
23012,22-08-2025,P0304,C4941,5,upi,East,11425,1051.67
23013,19-10-2025,P0008,C2184,5,Card,North,6055,-57.55
23014,09-10-2025,P0942,C6402,4,Cash,East,9512,2196.36
23015,06-06-2025,P0204,C8733,10,Cash,North,22460,269.94
23016,15-09-2025,P0456,C4721,9,Net Banking,South,10404,956.82
23017,02-12-2025,P0918,C1200,3,Net Banking,North,3228,425.49
23018,07-05-2025,P1165,C3120,1,Net Banking,South,1785,-4.57
23019,28-11-2025,P0155,C1484,1,Net Banking,East,983,201.13
23020,01-10-2025,P0588,C6329,8,upi,South,2536,233.88
23021,26-05-2025,P1000,C5663,9,Cash,East,11007,2183.77
23022,21-09-2025,P0120,C2401,4,Cash,East,4960,606.26
23023,20-05-2025,P0630,C8876,3,upi,West,4569,-13.54
23024,14-05-2025,P0104,C7326,1,Card,Central,928,202.76
23025,13-09-2025,P0005,C7971,10,Net Banking,North,9680,-305.8
23026,14-06-2025,P0042,C5544,8,upi,North,14568,2252.07
23027,16-09-2025,P0529,C6512,9,Net Banking,North,17874,3632.78
23028,16-09-2025,P1165,C1259,3,Net Banking,East,5355,-227.67
23029,04-01-2025,P0399,C7686,8,Cash,North,9304,865.61
23030,24-06-2025,P1142,C9221,2,Card,North,2236,429.94
23031,12-01-2025,P0702,C7825,7,Card,South,16611,2280.44
23032,29-06-2025,P0488,C9940,10,Net Banking,South,22520,2980.44
23033,28-03-2025,P0444,C5770,2,Net Banking,West,2086,288.48
23034,12-04-2025,P0327,C7979,9,Card,West,5526,377.27
23035,19-02-2025,P0530,C9614,7,UPI,North,4081,396.64
23036,07-01-2025,P0192,C6453,2,Card,Central,4188,68.81
23037,16-08-2025,P1063,C3882,4,Card,West,6324,1197.4
23038,16-03-2025,P0953,C7090,1,Cash,North,2252,493.75
23039,18-10-2025,P0378,C1618,9,UPI,South,12303,1614.58
23040,15-09-2025,P1185,C4618,8,Cash,East,16720,-285.48
23041,26-07-2025,P0614,C1044,1,upi,Central,2317,356.55
23042,29-07-2025,P0174,C1257,4,upi,East,9656,381.87
23043,06-02-2025,P0690,C2011,7,Cash,West,7707,692.25
23044,27-10-2025,P0322,C8325,2,Cash,North,1726,117.15
23045,17-07-2025,P1197,C5300,8,upi,West,14592,1935.12
23046,02-12-2025,P0973,C7261,7,Cash,North,4109,145.63
23047,21-12-2025,P0120,C9052,2,Cash,East,2480,284.27
23048,11-11-2025,P1069,C7195,3,Net Banking,Central,2979,447.41
23049,09-01-2025,P0661,C1745,5,Net Banking,East,605,19.03
23050,22-08-2025,P0893,C2773,5,Cash,Central,12095,1844.7
23051,17-03-2025,P1116,C1291,51,Card,South,24072,1642.22
23052,06-09-2025,P0869,C3029,9,Net Banking,North,3906,173.45
23053,30-04-2025,P0737,C1171,10,upi,West,22680,1228.21
23054,06-03-2025,P0658,C8860,3,Net Banking,East,681,17.3
23055,07-05-2025,P0233,C8505,4,upi,West,6760,-167.04
23056,12-12-2025,P1038,C6863,3,Net Banking,North,5484,187.68
23057,17-06-2025,P1159,C5593,72,Cash,West,148680,14457.65
23058,07-05-2025,P0739,C9048,9,Cash,North,13095,-114.7
23059,30-01-2025,P0605,C1718,4,UPI,East,4552,317.45
23060,02-01-2025,P0928,C3161,7,upi,South,3584,-167.82
23061,03-06-2025,P0982,C9926,4,Net Banking,South,1568,-62
23062,27-12-2025,P0672,C1010,9,upi,South,10638,1397.06
23063,30-07-2025,P0064,C5780,8,Cash,Central,4712,-177.55
23064,18-09-2025,P0332,C6825,6,Net Banking,West,6216,84.76
23065,20-01-2025,P0968,C4096,9,upi,West,20754,2787.42
23066,01-06-2025,P0401,C8227,4,upi,West,7776,1912.73
23067,11-09-2025,P0948,C4829,7,Card,South,10451,1791.74
23068,28-02-2025,P0125,C4619,5,Net Banking,North,1555,250.76
23069,25-02-2025,P1012,C1661,7,Net Banking,East,16499,701.25
23070,23-05-2025,P0990,C6014,7,Net Banking,North,1274,152.56
23071,31-10-2025,P0010,C9675,3,Cash,East,5745,215.14
23072,19-12-2025,P0803,C6888,5,Cash,South,7230,1262.5
23073,28-03-2025,P0682,C9926,8,upi,South,4552,-64.61
23074,06-03-2025,P0089,C1990,5,Card,South,3065,608.84
23075,26-11-2025,P0223,C9937,5,upi,West,4155,533.8
23076,21-08-2025,P0242,C7901,10,Net Banking,Central,7070,1690.11
23077,15-12-2025,P0396,C7641,8,UPI,South,5520,194.13
23078,09-01-2025,P0495,C1167,10,Cash,Central,13350,1487.09
23079,26-03-2025,P0302,C5391,2,Cash,West,3214,0.6
23080,18-05-2025,P0404,C3563,2,Cash,Central,396,56.62
23081,01-02-2025,P0277,C5685,8,Cash,South,14320,1827.04
23082,19-03-2025,P0760,C7200,7,Net Banking,East,17052,2839.84
23083,04-02-2025,P0069,C8014,4,UPI,East,8608,150.6
23084,12-01-2025,P1073,C6653,9,Card,North,18234,2872.25
23085,21-02-2025,P0406,C2750,10,UPI,West,24540,2368.37
23086,24-06-2025,P1104,C6918,2,Net Banking,West,4290,219.62
23087,25-03-2025,P0410,C5512,9,Cash,North,7650,-317.49
23088,28-04-2025,P0515,C3459,2,Card,South,1598,-61.84
23089,25-05-2025,P1105,C2193,10,Net Banking,North,23880,5814.62
23090,12-06-2025,P0879,C8986,10,Card,West,24160,2028.34
23091,11-03-2025,P0708,C7732,3,Net Banking,South,2070,368.14
23092,04-10-2025,P0111,C7810,10,Card,North,9470,1809.76
23093,18-06-2025,P0299,C8836,1,UPI,East,1207,170.69
23094,24-07-2025,P0281,C2028,4,upi,South,4504,544.03
23095,21-01-2025,P0363,C2064,1,Net Banking,North,2258,52.46
23096,15-12-2025,P0276,C4636,5,upi,South,7985,-217.22
23097,08-01-2025,P1193,C8810,2,Cash,North,3420,309.37
23098,24-07-2025,P0171,C5103,5,Cash,North,4560,268.31
23099,21-02-2025,P1145,C3527,4,Cash,Central,7860,182.34
23100,24-07-2025,P0334,C4483,7,Card,South,1239,203.1
23101,24-12-2025,P0259,C6320,2,Net Banking,South,2304,-102.08
23102,26-12-2025,P0203,C2789,6,Card,East,1698,376.75
23103,08-03-2025,P0601,C6580,7,Card,North,8449,-217.85
23104,17-03-2025,P0201,C4301,10,upi,West,2040,281.78
23105,27-10-2025,P0205,C8331,9,upi,North,22239,1657.33
23106,05-11-2025,P0531,C5784,3,upi,North,6117,708.87
23107,16-03-2025,P0991,C8397,4,Net Banking,East,6876,739.7
23108,13-04-2025,P0196,C1610,6,UPI,West,14508,-627.78
23109,20-10-2025,P1041,C4352,3,Net Banking,East,4047,-21.82
23110,11-01-2025,P1146,C3702,6,upi,North,10302,-95.44
23111,27-03-2025,P0097,C6944,6,upi,East,8466,-108.73
23112,01-03-2025,P0015,C2991,7,Card,West,10248,1703.95
23113,05-05-2025,P0492,C1224,3,UPI,West,2712,170.83
23114,04-05-2025,P0680,C7872,4,Card,South,7532,-362.22
23115,29-09-2025,P1156,C9735,5,UPI,East,10930,922.81
23116,17-05-2025,P0246,C1314,3,UPI,West,7065,1224.67
23117,03-09-2025,P0611,C1027,1,UPI,South,2040,-17.53
23118,09-06-2025,P0658,C6224,1,UPI,West,227,31.06
23119,25-08-2025,P0223,C2409,3,Net Banking,Central,2493,-54.03
23120,28-04-2025,P0115,C9390,5,Card,North,6245,-254.74
23121,19-02-2025,P0035,C6003,1,Cash,North,2370,225.3
23122,01-04-2025,P0168,C4990,2,Cash,South,4068,306.12
23123,17-11-2025,P0337,C4641,6,Cash,East,5838,179.91
23124,15-10-2025,P0636,C4896,4,Net Banking,East,700,159.71
23125,31-01-2025,P0043,C7817,3,Net Banking,Central,1437,55.35
23126,30-06-2025,P0408,C4917,4,upi,Central,5928,292.66
23127,26-10-2025,P0872,C3649,5,Cash,Central,7245,494.14
23128,03-07-2025,P0838,C1525,8,Cash,West,12840,1002.91
23129,18-07-2025,P0167,C9026,1,Net Banking,North,362,-9.04
23130,26-10-2025,P0510,C1906,5,UPI,West,3680,248.98
23131,07-01-2025,P0128,C6828,1,Card,West,2018,-98.07
23132,23-10-2025,P1039,C2512,8,Card,West,9664,399.88
23133,08-09-2025,P0863,C3763,1,upi,East,442,42.54
23134,01-05-2025,P0447,C9887,8,upi,East,7624,-251.03
23135,27-07-2025,P0055,C3832,6,Card,East,12024,1549.85
23136,10-12-2025,P0832,C3977,1,Card,Central,1290,42.84
23137,19-02-2025,P0093,C7479,1,Card,East,2357,375.17
23138,15-08-2025,P0115,C3765,6,upi,South,7494,237.21
23139,22-05-2025,P1200,C9033,10,Card,East,23710,1606.27
23140,23-06-2025,P0997,C7256,4,upi,South,788,108.43
23141,14-11-2025,P0225,C9936,8,upi,South,15464,94.64
23142,30-06-2025,P0584,C9383,9,Cash,Central,22059,2155.63
23143,22-06-2025,P0975,C8769,4,Cash,East,1152,52.22
23144,01-01-2025,P1187,C6896,2,upi,West,1834,451.96
23145,29-11-2025,P0830,C5628,8,UPI,South,5224,1278.69
23146,01-04-2025,P0133,C6815,10,UPI,East,19040,-600.14
23147,11-05-2025,P0801,C2254,8,UPI,East,952,205.22
23148,17-11-2025,P0053,C9274,2,UPI,Central,1694,-38.51
23149,26-05-2025,P0078,C1277,2,upi,West,3564,267.67
23150,17-01-2025,P0123,C4257,5,UPI,South,9295,1011.62
23151,21-04-2025,P0698,C1907,6,UPI,East,3486,563.62
23152,20-12-2025,P1095,C3865,9,Card,East,18693,2494.88
23153,29-11-2025,P0533,C7811,4,Net Banking,North,5920,951.63
23154,26-08-2025,P0209,C7817,4,upi,East,176,36.08
23155,25-08-2025,P0822,C1247,8,Card,East,15648,2723.45
23156,28-12-2025,P0760,C5753,10,Card,North,24360,69.83
23157,08-09-2025,P0827,C7238,5,UPI,North,3455,509.36
23158,16-12-2025,P0380,C6807,7,Net Banking,East,14168,-403.94
23159,16-04-2025,P0535,C2175,9,Card,South,20547,2406.84
23160,11-10-2025,P0359,C1888,1,Card,West,2490,57.55
23161,18-01-2025,P1103,C9460,9,Net Banking,East,7542,198.64
23162,13-06-2025,P0339,C3959,3,Card,Central,5010,924.99
23163,06-11-2025,P0005,C6208,6,upi,West,5808,1275.21
23164,29-12-2025,P0017,C7643,6,upi,Central,12132,2777.67
23165,01-02-2025,P0793,C1387,3,upi,East,1608,165.17
23166,02-05-2025,P0563,C6542,4,upi,West,108,13.69
23167,06-05-2025,P0888,C9871,2,upi,Central,1648,109.05
23168,11-07-2025,P0325,C1352,5,upi,North,3850,386.45
23169,15-02-2025,P1193,C8607,10,upi,West,17100,144.99
23170,14-09-2025,P1081,C8890,4,Cash,North,3920,174.75
23171,18-03-2025,P0803,C8117,3,UPI,North,4338,744.16
23172,15-07-2025,P0508,C5992,6,upi,North,5886,-185.3
23173,14-05-2025,P0330,C3120,10,UPI,West,15850,1109.24
23174,03-11-2025,P0359,C4462,5,UPI,East,12450,-87.12
23175,16-05-2025,P0941,C1679,3,UPI,South,2241,-107.99
23176,21-06-2025,P0302,C4413,8,UPI,North,12856,1180.7
23177,26-11-2025,P1008,C1119,3,Cash,West,5133,1022.12
23178,11-09-2025,P0573,C2577,9,Cash,South,16920,3115.28
23179,22-10-2025,P0221,C4874,9,Cash,East,1989,418.11
23180,01-05-2025,P0231,C6110,7,Cash,Central,17416,-91.11
23181,30-08-2025,P0169,C6944,9,upi,South,18612,-799.54
23182,08-02-2025,P0364,C3167,1,Cash,North,2413,-8.18
23183,26-06-2025,P0977,C3302,6,upi,Central,2556,167.76
23184,06-02-2025,P1064,C5144,10,Card,North,3130,422.93
23185,01-04-2025,P1086,C5633,5,Cash,South,6435,641.29
23186,02-12-2025,P0272,C6903,7,upi,West,10031,-2.17
23187,26-08-2025,P0063,C7306,10,Net Banking,Central,15120,-608.57
23188,20-06-2025,P0349,C3932,2,Cash,West,2668,635.81
23189,03-10-2025,P1132,C7189,10,Net Banking,North,10210,-391.9
23190,17-02-2025,P0596,C1342,3,Net Banking,South,5166,-204.19
23191,16-07-2025,P0631,C6634,8,UPI,East,7960,-11.69
23192,30-04-2025,P0999,C7786,6,Card,Central,7020,738.22
23193,17-07-2025,P0720,C2198,1,Card,South,2266,323.41
23194,15-11-2025,P0046,C4695,10,Card,East,5090,469.04
23195,18-01-2025,P0077,C4475,1,upi,South,139,1.86
23196,06-07-2025,P0241,C4438,5,Card,West,3790,612.56
23197,12-11-2025,P0953,C8748,9,Card,South,20268,-113.91
23198,08-10-2025,P0330,C9616,1,Card,North,1585,317.51
23199,22-01-2025,P0399,C7510,1,Card,East,1163,175.09
23200,02-04-2025,P1197,C3029,9,Cash,South,16416,984.83
23201,12-04-2025,P0665,C8903,8,UPI,North,4440,141.13
23202,03-10-2025,P0470,C2472,5,upi,East,7010,1034
23203,31-10-2025,P0606,C7946,10,Card,West,19000,3247.19
23204,02-09-2025,P0047,C9354,5,Card,North,925,120.38
23205,25-02-2025,P0311,C7398,3,Card,Central,3354,-4.87
23206,17-07-2025,P0179,C5922,2,Card,South,1818,335.37
23207,16-09-2025,P0493,C1356,6,Cash,North,14892,1057.68
23208,27-06-2025,P0073,C8382,9,upi,West,18045,-504.79
23209,24-05-2025,P0141,C8111,6,upi,South,1734,226.32
23210,02-03-2025,P0036,C3406,4,Net Banking,East,5748,874.61
23211,28-01-2025,P1098,C3979,7,upi,West,3661,33.75
23212,05-05-2025,P0249,C1603,7,Card,North,8365,628.06
23213,27-03-2025,P0994,C8908,10,upi,West,22840,3016.91
23214,24-07-2025,P0442,C1591,5,upi,North,9170,-406.72
23215,27-06-2025,P0612,C8964,7,Net Banking,South,4151,-69.18
23216,29-04-2025,P0834,C9386,7,Net Banking,West,14175,221.24
23217,13-01-2025,P1152,C5692,9,Card,North,16992,-506.8
23218,06-03-2025,P1079,C8454,3,Card,South,4701,926.97
23219,18-03-2025,P0434,C8868,4,Card,East,6600,402.78
23220,03-04-2025,P0179,C1356,10,UPI,South,9090,-13.01
23221,01-11-2025,P0576,C3065,4,UPI,North,7040,860.62
23222,21-10-2025,P0520,C4430,10,UPI,South,6310,1067.32
23223,21-02-2025,P0930,C1246,6,Cash,Central,9216,-396.75
23224,12-11-2025,P0106,C7137,2,Net Banking,East,2324,521.98
23225,19-04-2025,P0667,C9910,7,UPI,Central,14049,2855.63
23226,09-09-2025,P0280,C6769,2,UPI,West,1814,252.06
23227,07-07-2025,P0196,C4952,9,Net Banking,West,21762,3448.77
23228,11-09-2025,P0314,C4391,10,Net Banking,South,1690,-70.54
23229,20-01-2025,P0637,C3467,7,upi,South,13454,-310.37
23230,28-09-2025,P0937,C2108,1,Cash,Central,2166,141.08
23231,16-02-2025,P0431,C9316,9,Net Banking,West,18945,3983.91
23232,17-05-2025,P1081,C4216,5,Net Banking,East,4900,1031.16
23233,13-11-2025,P0486,C8298,2,Card,West,4268,-200.76
23234,12-06-2025,P0389,C6108,8,UPI,North,240,59.94
23235,10-08-2025,P0545,C7282,2,Net Banking,East,4498,452.47
23236,09-01-2025,P1065,C9199,8,Cash,West,5416,-49.68
23237,04-09-2025,P0077,C1690,7,Card,East,973,78.93
23238,15-12-2025,P0364,C8971,1,Card,East,2413,530.05
23239,29-05-2025,P0055,C3948,1,Card,South,2004,-11.98
23240,13-09-2025,P0359,C2352,10,Card,South,24900,3776.21
23241,03-05-2025,P0250,C2659,2,Net Banking,Central,4424,676.24
23242,08-07-2025,P0898,C7292,9,Net Banking,South,6453,173.97
23243,02-07-2025,P1187,C6493,10,Cash,East,9170,2016.29
23244,25-11-2025,P1044,C6442,6,Cash,West,2556,220.42
23245,20-01-2025,P0663,C8180,7,UPI,West,10913,450.67
23246,16-03-2025,P1001,C6020,9,Card,East,18243,1670.25
23247,21-08-2025,P0136,C5511,3,Card,East,1836,18.42
23248,26-10-2025,P0019,C9690,4,upi,Central,3708,-115.26
23249,04-02-2025,P1168,C7836,5,UPI,South,1690,-57.88
23250,27-01-2025,P0927,C7635,8,Card,East,8448,716.37
23251,11-11-2025,P0492,C1187,6,Card,West,5424,873.55
23252,21-04-2025,P0862,C4338,3,Net Banking,West,7164,1728.28
23253,02-01-2025,P0019,C5600,7,Cash,North,6489,891.4
23254,05-08-2025,P0275,C5611,2,Cash,West,3252,-139.7
23255,21-10-2025,P0973,C4573,5,UPI,West,2935,-79.89
23256,28-05-2025,P0381,C3091,7,Card,West,4130,954.35
23257,22-09-2025,P0776,C3328,4,Net Banking,East,6604,1449.75
23258,04-08-2025,P0977,C7627,8,Card,Central,3408,332.65
23259,02-06-2025,P0360,C8091,3,Cash,West,858,135.73
23260,28-06-2025,P0877,C7394,4,Net Banking,North,2888,7.14
23261,24-05-2025,P0549,C8254,6,Net Banking,North,6654,870.14
23262,20-03-2025,P0644,C9802,6,UPI,West,792,83.96
23263,17-02-2025,P0783,C9755,4,upi,Central,2840,169.8
23264,19-08-2025,P1051,C4499,2,UPI,East,1686,139.21
23265,28-10-2025,P0403,C4782,5,upi,Central,10330,2115.88
23266,30-10-2025,P0684,C7374,6,Net Banking,East,810,190.26
23267,06-12-2025,P0762,C3664,9,Net Banking,North,11529,1616.33
23268,18-07-2025,P0381,C3469,4,Cash,North,2360,201.48
23269,23-10-2025,P0076,C8523,1,UPI,Central,85,3.67
23270,21-02-2025,P0590,C3969,8,Cash,North,15560,466.22
23271,24-12-2025,P0770,C5878,7,Net Banking,North,826,48.64
23272,03-08-2025,P0789,C2522,2,Card,West,984,159.26
23273,04-06-2025,P0782,C3581,7,upi,North,13895,-429.22
23274,06-12-2025,P1000,C5017,9,upi,East,11007,2108.64
23275,24-03-2025,P0722,C1241,5,Card,South,460,108.77
23276,16-10-2025,P0340,C9551,10,Card,West,21430,2293.25
23277,16-04-2025,P0287,C1756,3,upi,North,5862,856.46
23278,01-05-2025,P0591,C1698,6,Net Banking,Central,9528,52.03
23279,03-10-2025,P0503,C8327,2,upi,Central,1738,265.99
23280,23-09-2025,P0260,C8802,4,UPI,North,3612,75.2
23281,11-09-2025,P1091,C2993,9,upi,East,18036,716.85
23282,23-04-2025,P1164,C4848,7,upi,Central,4410,329.72
23283,09-01-2025,P1186,C2337,7,UPI,East,9331,-38.13
23284,11-11-2025,P0619,C4836,1,UPI,East,467,-19.25
23285,10-11-2025,P1045,C2891,5,UPI,Central,810,190.22
23286,26-11-2025,P0691,C2966,7,UPI,West,11277,2157.01
23287,15-10-2025,P1170,C8726,10,Cash,South,1110,233.64
23288,28-11-2025,P0027,C3455,7,Net Banking,South,9373,618.61
23289,05-04-2025,P1141,C6156,68,upi,West,119952,5750.5
23290,08-07-2025,P1159,C8855,1,UPI,South,2065,346.22
23291,20-06-2025,P0904,C6793,9,Cash,Central,14400,369.47
23292,11-05-2025,P0790,C3424,5,upi,West,11085,1891.77
23293,28-01-2025,P0750,C2691,2,Card,South,4356,927.62
23294,01-02-2025,P0604,C6416,4,UPI,West,1640,351.88
23295,05-04-2025,P0485,C3727,9,Net Banking,East,13185,2604.3
23296,01-04-2025,P0448,C7808,8,Net Banking,North,4256,753.3
23297,05-05-2025,P1112,C8752,6,Net Banking,South,2316,168.48
23298,07-03-2025,P0019,C1690,8,UPI,North,7416,93.3
23299,31-03-2025,P1075,C7477,10,UPI,South,21970,3683.31
23300,07-05-2025,P0270,C5688,3,Net Banking,North,3573,300.37
23301,25-09-2025,P0787,C3432,7,Net Banking,North,7595,1633.08
23302,21-06-2025,P0821,C3298,49,Net Banking,Central,54684,9015.13
23303,29-11-2025,P0042,C7743,1,Net Banking,North,1821,93.02
23304,06-01-2025,P0100,C1088,2,UPI,Central,1774,442.17
23305,17-12-2025,P0468,C6151,7,UPI,South,15743,765
23306,24-07-2025,P1178,C3194,9,Net Banking,North,8073,271.12
23307,05-05-2025,P0009,C8554,9,Cash,North,1899,-77.99
23308,29-10-2025,P0044,C6289,6,Card,South,12594,2906.91
23309,25-04-2025,P0180,C8759,2,Card,South,848,117.01
23310,26-11-2025,P1118,C5097,3,Net Banking,South,4872,-35.8
23311,24-07-2025,P0768,C9098,1,Net Banking,North,1685,304.98
23312,30-11-2025,P0671,C4158,5,UPI,North,4465,440.75
23313,02-08-2025,P0943,C5455,9,UPI,West,14634,-4.46
23314,28-06-2025,P0923,C2076,6,Net Banking,North,7134,1407.13
23315,25-09-2025,P0219,C2616,5,upi,Central,4375,110.11
23316,08-05-2025,P0882,C1928,3,Cash,South,6024,204.33
23317,27-09-2025,P0421,C6581,1,Net Banking,North,1789,373.38
23318,16-02-2025,P0229,C9181,10,Net Banking,West,9180,357.37
23319,02-12-2025,P1100,C2773,1,UPI,East,1468,362.42
23320,17-06-2025,P0894,C8657,7,Cash,East,2660,165.56
23321,08-03-2025,P0018,C3703,3,Cash,South,6345,1407.44
23322,26-04-2025,P0280,C6414,1,Cash,West,907,-35.05
23323,01-04-2025,P0044,C6159,9,Cash,East,18891,4041.21
23324,04-07-2025,P0577,C7529,2,UPI,Central,3576,764.09
23325,22-05-2025,P0793,C6723,8,UPI,West,4288,651.02
23326,27-11-2025,P0281,C7177,1,Card,Central,1126,268.55
23327,12-10-2025,P0422,C9957,4,Card,West,7272,472.95
23328,15-12-2025,P0034,C4129,7,Card,North,16506,4009.32
23329,29-04-2025,P0603,C5239,6,Card,East,2940,728.77
23330,01-04-2025,P0626,C2193,9,Card,South,14193,772.8
23331,07-02-2025,P0838,C9841,1,Cash,Central,1605,185.63
23332,11-05-2025,P1182,C2767,7,upi,Central,12838,3109.99
23333,06-06-2025,P0322,C5162,6,Net Banking,West,5178,-185.3
23334,18-04-2025,P0655,C8394,1,Net Banking,East,715,58.77
23335,19-06-2025,P1002,C1654,8,upi,North,12880,1637.6
23336,05-02-2025,P1136,C7127,8,upi,East,7808,480.43
23337,28-07-2025,P1092,C8152,2,UPI,Central,1794,82.98
23338,03-10-2025,P0011,C6095,1,UPI,Central,2494,620.26
23339,17-02-2025,P1030,C1473,4,upi,Central,7036,1333.02
23340,07-08-2025,P0625,C4886,7,upi,North,11459,1541.39
23341,17-02-2025,P0934,C5495,9,UPI,East,14220,2130.4
23342,09-05-2025,P0475,C4872,5,UPI,West,9770,-52.55
23343,13-12-2025,P0810,C4222,4,UPI,East,4364,551.06
23344,20-12-2025,P0649,C7630,1,Net Banking,North,915,118.28
23345,29-03-2025,P0024,C4427,8,upi,South,13688,3386.17
23346,13-01-2025,P0855,C5474,5,Card,North,6870,555.89
23347,21-10-2025,P0829,C7992,9,Net Banking,Central,7236,147.21
23348,14-09-2025,P0244,C4724,8,Net Banking,Central,10208,-464.25
23349,11-06-2025,P0379,C9492,2,Cash,North,4678,-135.79
23350,06-12-2025,P0152,C1207,7,upi,North,9940,1127.88
23351,09-05-2025,P0449,C8410,2,upi,East,526,-15.4
23352,23-12-2025,P0464,C8213,9,Cash,Central,13527,2964.57
23353,20-01-2025,P0486,C7556,10,upi,East,21340,2308.05
23354,23-04-2025,P0464,C3035,8,Card,West,12024,1034.87
23355,11-03-2025,P0615,C2106,7,UPI,West,308,35.47
23356,22-03-2025,P0419,C6471,8,UPI,East,5544,792.63
23357,16-02-2025,P0299,C6723,10,UPI,Central,12070,314.02
23358,01-05-2025,P0317,C6957,4,Card,North,768,35.19
23359,31-03-2025,P0454,C4193,7,upi,South,8680,1356.32
23360,09-03-2025,P0057,C9440,30,Net Banking,South,28260,2247.33
23361,22-10-2025,P0314,C7322,6,Card,West,1014,-2.69
23362,30-11-2025,P0279,C3026,9,Card,Central,8478,-232.52
23363,06-07-2025,P0447,C6526,7,upi,South,6671,77.51
23364,22-11-2025,P1071,C7973,4,Cash,Central,7020,931.26
23365,15-11-2025,P0662,C5874,5,UPI,Central,11505,705.55
23366,22-05-2025,P0937,C8570,1,UPI,South,2166,238.48
23367,21-10-2025,P0094,C2198,9,Card,East,13302,2356.49
23368,24-05-2025,P0511,C9180,9,upi,North,2106,38.18
23369,05-09-2025,P0341,C7397,8,Card,Central,15424,1334.42
23370,06-04-2025,P0132,C9236,7,Card,South,9079,-54.15
23371,24-06-2025,P0048,C4066,1,Net Banking,East,2483,470.54
23372,04-12-2025,P1166,C9271,5,UPI,North,3730,528.45
23373,29-05-2025,P0978,C7183,8,upi,Central,12712,2762.36
23374,07-01-2025,P0951,C7695,2,Net Banking,Central,2518,394.77
23375,27-01-2025,P1061,C6856,10,UPI,West,14010,1580.18
23376,16-11-2025,P0682,C9435,6,Card,West,3414,-150.36
23377,20-04-2025,P0092,C6002,10,Cash,North,24970,2224.6
23378,20-09-2025,P0453,C3021,10,Net Banking,North,6470,509.43
23379,05-03-2025,P0247,C8969,4,UPI,Central,8012,1396.94
23380,28-08-2025,P0058,C6267,6,UPI,Central,6258,233.03
23381,18-12-2025,P0061,C7368,4,UPI,East,6152,58.8
23382,23-12-2025,P0673,C9364,3,UPI,East,5148,1153.79
23383,29-04-2025,P0946,C1844,1,Cash,West,2053,118.68
23384,12-01-2025,P0922,C3294,5,Card,West,2525,156.52
23385,01-08-2025,P0007,C8531,2,upi,Central,4150,338.84
23386,16-10-2025,P0031,C8576,2,Net Banking,South,2036,209.51
23387,13-08-2025,P1112,C4486,10,Cash,West,3860,585.22
23388,02-07-2025,P0187,C7147,7,Cash,East,6300,767.96
23389,24-04-2025,P1150,C7325,4,Net Banking,East,3796,654.45
23390,25-07-2025,P0949,C6353,7,Card,South,13825,1835.08
23391,09-01-2025,P0892,C5191,8,UPI,Central,11976,2566.57
23392,30-11-2025,P0100,C2587,10,Cash,West,8870,1055.28
23393,11-04-2025,P0476,C8071,1,upi,West,81,11.51
23394,09-07-2025,P0951,C8332,10,Net Banking,Central,12590,2288.96
23395,21-02-2025,P0025,C6677,2,upi,North,2926,157.92
23396,14-10-2025,P0083,C3951,6,upi,East,13602,528.2
23397,28-05-2025,P0707,C1331,10,Net Banking,North,20810,790.74
23398,04-01-2025,P0902,C3665,7,Net Banking,West,12698,1903.94
23399,15-01-2025,P0621,C3043,5,Card,Central,10165,1683.06
23400,02-06-2025,P0976,C3969,5,upi,East,3205,-56.28
23401,14-02-2025,P0605,C2654,8,upi,Central,9104,-388.91
23402,03-11-2025,P0769,C9125,4,UPI,South,9128,1853.65
23403,27-06-2025,P0336,C5488,7,upi,Central,11137,2034.2
23404,23-11-2025,P0121,C3823,10,Net Banking,East,19040,1013.24
23405,14-06-2025,P0714,C5205,3,Net Banking,East,4272,495.88
23406,08-01-2025,P0054,C7775,10,Net Banking,West,21930,1450.5
23407,02-04-2025,P0187,C7222,1,UPI,East,900,154.6
23408,20-06-2025,P1147,C5155,10,Card,North,1510,30.1
23409,25-08-2025,P1103,C4262,3,Card,West,2514,-122.05
23410,03-06-2025,P0578,C5136,5,Card,West,11455,1661.07
23411,01-06-2025,P0698,C2469,6,upi,South,3486,730.02
23412,26-10-2025,P0868,C5762,6,Net Banking,Central,7284,1263
23413,20-10-2025,P0307,C1567,8,Net Banking,East,9528,1687.7
23414,19-04-2025,P1148,C3155,7,upi,Central,252,54.41
23415,03-04-2025,P0229,C5438,6,Card,East,5508,-164.84
23416,16-10-2025,P1093,C8802,2,Cash,North,3138,-46.69
23417,06-06-2025,P0127,C1419,8,UPI,East,9464,-149.21
23418,16-08-2025,P0787,C5174,6,Card,East,6510,260.58
23419,21-05-2025,P0418,C9308,5,upi,West,9355,796.79
